PrescriptorName,NormCost,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings,Stringency
3C1_3C2_0C3_4C4_2C5_0C6_0C7_2C8_0H1_1H2_0H3_0H6,0.16593871044118522,3,3,0,4,2,0,0,2,0,1,0,0,15
3C1_3C2_0C3_4C4_2C5_0C6_0C7_2C8_0H1_2H2_0H3_0H6,0.145180798590281,3,3,0,4,2,0,0,2,0,2,0,0,16
3C1_3C2_0C3_4C4_2C5_0C6_0C7_2C8_0H1_3H2_0H3_0H6,0.1266007979462185,3,3,0,4,2,0,0,2,0,3,0,0,17
3C1_3C2_0C3_4C4_2C5_0C6_0C7_3C8_0H1_0H2_0H3_0H6,0.17459337687449483,3,3,0,4,2,0,0,3,0,0,0,0,15
3C1_3C2_0C3_4C4_2C5_0C6_0C7_3C8_0H1_1H2_0H3_0H6,0.15262894518393913,3,3,0,4,2,0,0,3,0,1,0,0,16
3C1_3C2_0C3_4C4_2C5_0C6_0C7_3C8_0H1_2H2_0H3_0H6,0.13298883556412516,3,3,0,4,2,0,0,3,0,2,0,0,17
3C1_3C2_0C3_4C4_2C5_0C6_0C7_3C8_0H1_3H2_0H3_0H6,0.1154076545407509,3,3,0,4,2,0,0,3,0,3,0,0,18
3C1_3C2_0C3_4C4_2C5_0C6_0C7_4C8_0H1_0H2_0H3_0H6,0.16134851057423852,3,3,0,4,2,0,0,4,0,0,0,0,16
3C1_3C2_0C3_4C4_2C5_0C6_0C7_4C8_0H1_1H2_0H3_0H6,0.14051873936714268,3,3,0,4,2,0,0,4,0,1,0,0,17
3C1_3C2_0C3_4C4_2C5_0C6_0C7_4C8_0H1_2H2_0H3_0H6,0.12189437447862715,3,3,0,4,2,0,0,4,0,2,0,0,18
3C1_3C2_0C3_4C4_2C5_0C6_0C7_4C8_0H1_3H2_0H3_0H6,0.10520450132257107,3,3,0,4,2,0,0,4,0,3,0,0,19
3C1_3C2_2C3_4C4_2C5_3C6_2C7_4C8_2H1_3H2_2H3_4H6,0.0,3,3,2,4,2,3,2,4,2,3,2,4,34
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_0H1_0H2_0H3_1H6,0.9760107634643349,0,0,0,0,0,0,0,0,0,0,0,1,1
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_0H1_0H2_0H3_2H6,0.954034402080346,0,0,0,0,0,0,0,0,0,0,0,2,2
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_0H1_0H2_0H3_3H6,0.9338603336169702,0,0,0,0,0,0,0,0,0,0,0,3,3
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_0H1_0H2_0H3_4H6,0.9152760145548561,0,0,0,0,0,0,0,0,0,0,0,4,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_0H1_0H2_1H3_0H6,0.9554226714040587,0,0,0,0,0,0,0,0,0,0,1,0,1
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_0H1_0H2_1H3_1H6,0.9331286813767701,0,0,0,0,0,0,0,0,0,0,1,1,2
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_0H1_0H2_1H3_2H6,0.9126495176005104,0,0,0,0,0,0,0,0,0,0,1,2,3
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_0H1_0H2_1H3_3H6,0.8938095411905176,0,0,0,0,0,0,0,0,0,0,1,3,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_0H1_0H2_2H3_0H6,0.9160404875766673,0,0,0,0,0,0,0,0,0,0,2,0,2
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_0H1_0H2_2H3_1H6,0.8952107574551296,0,0,0,0,0,0,0,0,0,0,2,1,3
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_0H1_0H2_2H3_2H6,0.8760424743222742,0,0,0,0,0,0,0,0,0,0,2,2,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_0H1_1H2_0H3_1H6,0.9032373146260299,0,0,0,0,0,0,0,0,0,1,0,1,2
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_0H1_1H2_0H3_2H6,0.8831425999995133,0,0,0,0,0,0,0,0,0,1,0,2,3
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_0H1_1H2_0H3_3H6,0.8646780822668191,0,0,0,0,0,0,0,0,0,1,0,3,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_0H1_1H2_1H3_0H6,0.8849145679379634,0,0,0,0,0,0,0,0,0,1,1,0,2
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_0H1_1H2_1H3_1H6,0.8645092104331343,0,0,0,0,0,0,0,0,0,1,1,1,3
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_0H1_1H2_1H3_2H6,0.8457609301094652,0,0,0,0,0,0,0,0,0,1,1,2,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_0H1_1H2_2H3_0H6,0.8493343216507392,0,0,0,0,0,0,0,0,0,1,2,0,3
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_0H1_1H2_2H3_1H6,0.8302440004513482,0,0,0,0,0,0,0,0,0,1,2,1,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_0H1_2H2_0H3_1H6,0.8388469763659738,0,0,0,0,0,0,0,0,0,2,0,1,3
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_0H1_2H2_0H3_2H6,0.8204270272623164,0,0,0,0,0,0,0,0,0,2,0,2,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_0H1_2H2_1H3_0H6,0.8225048064606578,0,0,0,0,0,0,0,0,0,2,1,0,3
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_0H1_2H2_1H3_1H6,0.8037772983179371,0,0,0,0,0,0,0,0,0,2,1,1,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_0H1_2H2_2H3_0H6,0.7902679728726129,0,0,0,0,0,0,0,0,0,2,2,0,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_0H1_3H2_0H3_1H6,0.78177995560807,0,0,0,0,0,0,0,0,0,3,0,1,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_0H1_3H2_1H3_0H6,0.7671642299401408,0,0,0,0,0,0,0,0,0,3,1,0,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_1H1_0H2_0H3_0H6,0.930874775205743,0,0,0,0,0,0,0,0,1,0,0,0,1
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_1H1_0H2_0H3_1H6,0.908862562629446,0,0,0,0,0,0,0,0,1,0,0,1,2
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_1H1_0H2_0H3_2H6,0.8886489114470744,0,0,0,0,0,0,0,0,1,0,0,2,3
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_1H1_0H2_0H3_3H6,0.870045908859339,0,0,0,0,0,0,0,0,1,0,0,3,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_1H1_0H2_1H3_0H6,0.8914780674483038,0,0,0,0,0,0,0,0,1,0,1,0,2
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_1H1_0H2_1H3_1H6,0.870943655456675,0,0,0,0,0,0,0,0,1,0,1,1,3
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_1H1_0H2_1H3_2H6,0.8520483803861933,0,0,0,0,0,0,0,0,1,0,1,2,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_1H1_0H2_2H3_0H6,0.8565958906597014,0,0,0,0,0,0,0,0,1,0,2,0,3
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_1H1_0H2_2H3_1H6,0.837347590840308,0,0,0,0,0,0,0,0,1,0,2,1,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_1H1_1H2_0H3_0H6,0.8629822456466293,0,0,0,0,0,0,0,0,1,1,0,0,2
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_1H1_1H2_0H3_1H6,0.8428427444227511,0,0,0,0,0,0,0,0,1,1,0,1,3
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_1H1_1H2_0H3_2H6,0.8243313926142088,0,0,0,0,0,0,0,0,1,1,0,2,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_1H1_1H2_1H3_0H6,0.8273886773075025,0,0,0,0,0,0,0,0,1,1,1,0,3
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_1H1_1H2_1H3_1H6,0.8085672107324936,0,0,0,0,0,0,0,0,1,1,1,1,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_1H1_1H2_2H3_0H6,0.7958436212528939,0,0,0,0,0,0,0,0,1,1,2,0,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_1H1_2H2_0H3_0H6,0.8028767508611585,0,0,0,0,0,0,0,0,1,2,0,0,3
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_1H1_2H2_0H3_1H6,0.7843930339555625,0,0,0,0,0,0,0,0,1,2,0,1,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_1H1_2H2_1H3_0H6,0.7706255283732958,0,0,0,0,0,0,0,0,1,2,1,0,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_1H1_3H2_0H3_0H6,0.7495658374120399,0,0,0,0,0,0,0,0,1,3,0,0,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_2H1_0H2_0H3_0H6,0.8702391318635742,0,0,0,0,0,0,0,0,2,0,0,0,2
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_2H1_0H2_0H3_1H6,0.8499247132649208,0,0,0,0,0,0,0,0,2,0,0,1,3
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_2H1_0H2_0H3_2H6,0.8312275164787608,0,0,0,0,0,0,0,0,2,0,0,2,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_2H1_0H2_1H3_0H6,0.835299049531773,0,0,0,0,0,0,0,0,2,0,1,0,3
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_2H1_0H2_1H3_1H6,0.8162840431875271,0,0,0,0,0,0,0,0,2,0,1,1,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_2H1_0H2_2H3_0H6,0.8042914058629701,0,0,0,0,0,0,0,0,2,0,2,0,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_2H1_1H2_0H3_0H6,0.8084078345614583,0,0,0,0,0,0,0,0,2,1,0,0,3
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_2H1_1H2_0H3_1H6,0.7897901084686266,0,0,0,0,0,0,0,0,2,1,0,1,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_2H1_1H2_1H3_0H6,0.776804052820117,0,0,0,0,0,0,0,0,2,1,1,0,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_2H1_2H2_0H3_0H6,0.7536297802377856,0,0,0,0,0,0,0,0,2,2,0,0,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_0H1_0H2_0H3_1H6,0.9227860602954704,0,0,0,0,0,0,0,1,0,0,0,1,2
0C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_0H1_0H2_0H3_2H6,0.902267275559279,0,0,0,0,0,0,0,1,0,0,0,2,3
0C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_0H1_0H2_0H3_3H6,0.8833919542903866,0,0,0,0,0,0,0,1,0,0,0,3,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_0H1_0H2_1H3_0H6,0.9052046283824504,0,0,0,0,0,0,0,1,0,0,1,0,2
0C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_0H1_0H2_1H3_1H6,0.8843575722944778,0,0,0,0,0,0,0,1,0,0,1,1,3
0C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_0H1_0H2_1H3_2H6,0.8651739124773731,0,0,0,0,0,0,0,1,0,0,1,2,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_0H1_0H2_2H3_0H6,0.8698588496250457,0,0,0,0,0,0,0,1,0,0,2,0,3
0C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_0H1_0H2_2H3_1H6,0.8503194325060586,0,0,0,0,0,0,0,1,0,0,2,1,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_0H1_1H2_0H3_1H6,0.8551128404995306,0,0,0,0,0,0,0,1,0,1,0,1,3
0C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_0H1_1H2_0H3_2H6,0.8363332747896162,0,0,0,0,0,0,0,1,0,1,0,2,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_0H1_1H2_1H3_0H6,0.8395212032138107,0,0,0,0,0,0,0,1,0,1,1,0,3
0C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_0H1_1H2_1H3_1H6,0.8204239545122901,0,0,0,0,0,0,0,1,0,1,1,1,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_0H1_1H2_2H3_0H6,0.8075998544729653,0,0,0,0,0,0,0,1,0,1,2,0,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_0H1_2H2_0H3_1H6,0.7952185036296412,0,0,0,0,0,0,0,1,0,2,0,1,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_0H1_2H2_1H3_0H6,0.7813627133608491,0,0,0,0,0,0,0,1,0,2,1,0,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_1H1_0H2_0H3_0H6,0.8815757804282646,0,0,0,0,0,0,0,1,1,0,0,0,2
0C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_1H1_0H2_0H3_1H6,0.860989062891145,0,0,0,0,0,0,0,1,1,0,0,1,3
0C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_1H1_0H2_0H3_2H6,0.8420436188089516,0,0,0,0,0,0,0,1,1,0,0,2,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_1H1_0H2_1H3_0H6,0.8462004768763866,0,0,0,0,0,0,0,1,1,0,1,0,3
0C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_1H1_0H2_1H3_1H6,0.8269252189939165,0,0,0,0,0,0,0,1,1,0,1,1,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_1H1_0H2_2H3_0H6,0.8148091317902761,0,0,0,0,0,0,0,1,1,0,2,0,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_1H1_1H2_0H3_0H6,0.8184154236053514,0,0,0,0,0,0,0,1,1,1,0,0,3
0C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_1H1_1H2_0H3_1H6,0.7995527975354296,0,0,0,0,0,0,0,1,1,1,0,1,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_1H1_1H2_1H3_0H6,0.7864606513288773,0,0,0,0,0,0,0,1,1,1,1,0,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_1H1_2H2_0H3_0H6,0.7624758255353514,0,0,0,0,0,0,0,1,1,2,0,0,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_2H1_0H2_0H3_0H6,0.8257610365797946,0,0,0,0,0,0,0,1,2,0,0,0,3
0C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_2H1_0H2_0H3_1H6,0.8066828740725002,0,0,0,0,0,0,0,1,2,0,0,1,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_2H1_0H2_1H3_0H6,0.7943001854293308,0,0,0,0,0,0,0,1,2,0,1,0,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_2H1_1H2_0H3_0H6,0.7681964731247664,0,0,0,0,0,0,0,1,2,1,0,0,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_2C8_0H1_0H2_0H3_1H6,0.8754480608891282,0,0,0,0,0,0,0,2,0,0,0,1,3
0C1_0C2_0C3_0C4_0C5_0C6_0C7_2C8_0H1_0H2_0H3_2H6,0.8562226727846157,0,0,0,0,0,0,0,2,0,0,0,2,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_2C8_0H1_0H2_1H3_0H6,0.860469684528074,0,0,0,0,0,0,0,2,0,0,1,0,3
0C1_0C2_0C3_0C4_0C5_0C6_0C7_2C8_0H1_0H2_1H3_1H6,0.8408999038599755,0,0,0,0,0,0,0,2,0,0,1,1,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_2C8_0H1_0H2_2H3_0H6,0.8286371257375343,0,0,0,0,0,0,0,2,0,0,2,0,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_2C8_0H1_1H2_0H3_1H6,0.8123246150808536,0,0,0,0,0,0,0,2,0,1,0,1,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_2C8_0H1_1H2_1H3_0H6,0.7990939260446734,0,0,0,0,0,0,0,2,0,1,1,0,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_2C8_1H1_0H2_0H3_0H6,0.83765500649972,0,0,0,0,0,0,0,2,1,0,0,0,3
0C1_0C2_0C3_0C4_0C5_0C6_0C7_2C8_1H1_0H2_0H3_1H6,0.8183184696959959,0,0,0,0,0,0,0,2,1,0,0,1,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_2C8_1H1_0H2_1H3_0H6,0.8057749976126544,0,0,0,0,0,0,0,2,1,0,1,0,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_2C8_1H1_1H2_0H3_0H6,0.7787163885711499,0,0,0,0,0,0,0,2,1,1,0,0,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_2C8_2H1_0H2_0H3_0H6,0.7860426369570567,0,0,0,0,0,0,0,2,2,0,0,0,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_3C8_0H1_0H2_0H3_1H6,0.8332439545324226,0,0,0,0,0,0,0,3,0,0,0,1,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_3C8_0H1_0H2_1H3_0H6,0.820514336663127,0,0,0,0,0,0,0,3,0,0,1,0,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_3C8_1H1_0H2_0H3_0H6,0.7984205817006197,0,0,0,0,0,0,0,3,1,0,0,0,4
0C1_0C2_0C3_0C4_0C5_0C6_1C7_0C8_0H1_0H2_0H3_0H6,0.9600085022764464,0,0,0,0,0,0,1,0,0,0,0,0,1
0C1_0C2_0C3_0C4_0C5_0C6_1C7_0C8_0H1_0H2_0H3_1H6,0.9374008117898028,0,0,0,0,0,0,1,0,0,0,0,1,2
0C1_0C2_0C3_0C4_0C5_0C6_1C7_0C8_0H1_0H2_0H3_2H6,0.9166418056264883,0,0,0,0,0,0,1,0,0,0,0,2,3
0C1_0C2_0C3_0C4_0C5_0C6_1C7_0C8_0H1_0H2_0H3_3H6,0.8975428290267176,0,0,0,0,0,0,1,0,0,0,0,3,4
0C1_0C2_0C3_0C4_0C5_0C6_1C7_0C8_0H1_0H2_1H3_0H6,0.9180239066220469,0,0,0,0,0,0,1,0,0,0,1,0,2
0C1_0C2_0C3_0C4_0C5_0C6_1C7_0C8_0H1_0H2_1H3_1H6,0.8969501627903798,0,0,0,0,0,0,1,0,0,0,1,1,3
0C1_0C2_0C3_0C4_0C5_0C6_1C7_0C8_0H1_0H2_1H3_2H6,0.8775602424436283,0,0,0,0,0,0,1,0,0,0,1,2,4
0C1_0C2_0C3_0C4_0C5_0C6_1C7_0C8_0H1_0H2_2H3_0H6,0.88088147968834,0,0,0,0,0,0,1,0,0,0,2,0,3
0C1_0C2_0C3_0C4_0C5_0C6_1C7_0C8_0H1_0H2_2H3_1H6,0.8611430966516475,0,0,0,0,0,0,1,0,0,0,2,1,4
0C1_0C2_0C3_0C4_0C5_0C6_1C7_0C8_0H1_1H2_0H3_0H6,0.8884234003315638,0,0,0,0,0,0,1,0,0,1,0,0,2
0C1_0C2_0C3_0C4_0C5_0C6_1C7_0C8_0H1_1H2_0H3_1H6,0.8677632765218762,0,0,0,0,0,0,1,0,0,1,0,1,3
0C1_0C2_0C3_0C4_0C5_0C6_1C7_0C8_0H1_1H2_0H3_2H6,0.8487764983441612,0,0,0,0,0,0,1,0,0,1,0,2,4
0C1_0C2_0C3_0C4_0C5_0C6_1C7_0C8_0H1_1H2_1H3_0H6,0.8505239891732754,0,0,0,0,0,0,1,0,0,1,1,0,3
0C1_0C2_0C3_0C4_0C5_0C6_1C7_0C8_0H1_1H2_1H3_1H6,0.8312319094226076,0,0,0,0,0,0,1,0,0,1,1,1,4
0C1_0C2_0C3_0C4_0C5_0C6_1C7_0C8_0H1_1H2_2H3_0H6,0.8169609738801359,0,0,0,0,0,0,1,0,0,1,2,0,4
0C1_0C2_0C3_0C4_0C5_0C6_1C7_0C8_0H1_2H2_0H3_0H6,0.8250691735762615,0,0,0,0,0,0,1,0,0,2,0,0,3
0C1_0C2_0C3_0C4_0C5_0C6_1C7_0C8_0H1_2H2_0H3_1H6,0.8061319562300745,0,0,0,0,0,0,1,0,0,2,0,1,4
0C1_0C2_0C3_0C4_0C5_0C6_1C7_0C8_0H1_2H2_1H3_0H6,0.7907511131454765,0,0,0,0,0,0,1,0,0,2,1,0,4
0C1_0C2_0C3_0C4_0C5_0C6_1C7_0C8_0H1_3H2_0H3_0H6,0.7688920471097451,0,0,0,0,0,0,1,0,0,3,0,0,4
0C1_0C2_0C3_0C4_0C5_0C6_1C7_0C8_1H1_0H2_0H3_0H6,0.8952315586773908,0,0,0,0,0,0,1,0,1,0,0,0,2
0C1_0C2_0C3_0C4_0C5_0C6_1C7_0C8_1H1_0H2_0H3_1H6,0.874414001305343,0,0,0,0,0,0,1,0,1,0,0,1,3
0C1_0C2_0C3_0C4_0C5_0C6_1C7_0C8_1H1_0H2_0H3_2H6,0.8552540354874193,0,0,0,0,0,0,1,0,1,0,0,2,4
0C1_0C2_0C3_0C4_0C5_0C6_1C7_0C8_1H1_0H2_1H3_0H6,0.8580465151274881,0,0,0,0,0,0,1,0,1,0,1,0,3
0C1_0C2_0C3_0C4_0C5_0C6_1C7_0C8_1H1_0H2_1H3_1H6,0.8385728029541555,0,0,0,0,0,0,1,0,1,0,1,1,4
0C1_0C2_0C3_0C4_0C5_0C6_1C7_0C8_1H1_0H2_2H3_0H6,0.8250719354317434,0,0,0,0,0,0,1,0,1,0,2,0,4
0C1_0C2_0C3_0C4_0C5_0C6_1C7_0C8_1H1_1H2_0H3_0H6,0.8301501257826421,0,0,0,0,0,0,1,0,1,1,0,0,3
0C1_0C2_0C3_0C4_0C5_0C6_1C7_0C8_1H1_1H2_0H3_1H6,0.8110938021548455,0,0,0,0,0,0,1,0,1,1,0,1,4
0C1_0C2_0C3_0C4_0C5_0C6_1C7_0C8_1H1_1H2_1H3_0H6,0.7965450245403277,0,0,0,0,0,0,1,0,1,1,1,0,4
0C1_0C2_0C3_0C4_0C5_0C6_1C7_0C8_1H1_2H2_0H3_0H6,0.7725112124456583,0,0,0,0,0,0,1,0,1,2,0,0,4
0C1_0C2_0C3_0C4_0C5_0C6_1C7_0C8_2H1_0H2_0H3_0H6,0.8383254597098707,0,0,0,0,0,0,1,0,2,0,0,0,3
0C1_0C2_0C3_0C4_0C5_0C6_1C7_0C8_2H1_0H2_0H3_1H6,0.8190440687606086,0,0,0,0,0,0,1,0,2,0,0,1,4
0C1_0C2_0C3_0C4_0C5_0C6_1C7_0C8_2H1_0H2_1H3_0H6,0.8052689385377088,0,0,0,0,0,0,1,0,2,0,1,0,4
0C1_0C2_0C3_0C4_0C5_0C6_1C7_0C8_2H1_1H2_0H3_0H6,0.7789148141903689,0,0,0,0,0,0,1,0,2,1,0,0,4
0C1_0C2_0C3_0C4_0C5_0C6_1C7_1C8_0H1_0H2_0H3_0H6,0.9079070754800234,0,0,0,0,0,0,1,1,0,0,0,0,2
0C1_0C2_0C3_0C4_0C5_0C6_1C7_1C8_0H1_0H2_0H3_1H6,0.8867813735819763,0,0,0,0,0,0,1,1,0,0,0,1,3
0C1_0C2_0C3_0C4_0C5_0C6_1C7_1C8_0H1_0H2_0H3_2H6,0.8673491120361797,0,0,0,0,0,0,1,1,0,0,0,2,4
0C1_0C2_0C3_0C4_0C5_0C6_1C7_1C8_0H1_0H2_1H3_0H6,0.8702223702842771,0,0,0,0,0,0,1,1,0,0,1,0,3
0C1_0C2_0C3_0C4_0C5_0C6_1C7_1C8_0H1_0H2_1H3_1H6,0.8504700566439548,0,0,0,0,0,0,1,1,0,0,1,1,4
0C1_0C2_0C3_0C4_0C5_0C6_1C7_1C8_0H1_0H2_2H3_0H6,0.8368259444021018,0,0,0,0,0,0,1,1,0,0,2,0,4
0C1_0C2_0C3_0C4_0C5_0C6_1C7_1C8_0H1_1H2_0H3_0H6,0.8413322055037291,0,0,0,0,0,0,1,1,0,1,0,0,3
0C1_0C2_0C3_0C4_0C5_0C6_1C7_1C8_0H1_1H2_0H3_1H6,0.8220061401874839,0,0,0,0,0,0,1,1,0,1,0,1,4
0C1_0C2_0C3_0C4_0C5_0C6_1C7_1C8_0H1_1H2_1H3_0H6,0.8073265324855782,0,0,0,0,0,0,1,1,0,1,1,0,4
0C1_0C2_0C3_0C4_0C5_0C6_1C7_1C8_0H1_2H2_0H3_0H6,0.7823889506817686,0,0,0,0,0,0,1,1,0,2,0,0,4
0C1_0C2_0C3_0C4_0C5_0C6_1C7_1C8_1H1_0H2_0H3_0H6,0.8483019501360208,0,0,0,0,0,0,1,1,1,0,0,0,3
0C1_0C2_0C3_0C4_0C5_0C6_1C7_1C8_1H1_0H2_0H3_1H6,0.8287776182268544,0,0,0,0,0,0,1,1,1,0,0,1,4
0C1_0C2_0C3_0C4_0C5_0C6_1C7_1C8_1H1_0H2_1H3_0H6,0.8148413170900036,0,0,0,0,0,0,1,1,1,0,1,0,4
0C1_0C2_0C3_0C4_0C5_0C6_1C7_1C8_1H1_1H2_0H3_0H6,0.7877330813832151,0,0,0,0,0,0,1,1,1,1,0,0,4
0C1_0C2_0C3_0C4_0C5_0C6_1C7_1C8_2H1_0H2_0H3_0H6,0.7958768201619463,0,0,0,0,0,0,1,1,2,0,0,0,4
0C1_0C2_0C3_0C4_0C5_0C6_1C7_2C8_0H1_0H2_0H3_0H6,0.8615086796514333,0,0,0,0,0,0,1,2,0,0,0,0,3
0C1_0C2_0C3_0C4_0C5_0C6_1C7_2C8_0H1_0H2_0H3_1H6,0.8417021849412067,0,0,0,0,0,0,1,2,0,0,0,1,4
0C1_0C2_0C3_0C4_0C5_0C6_1C7_2C8_0H1_0H2_1H3_0H6,0.827580582697781,0,0,0,0,0,0,1,2,0,0,1,0,4
0C1_0C2_0C3_0C4_0C5_0C6_1C7_2C8_0H1_1H2_0H3_0H6,0.7994091643335896,0,0,0,0,0,0,1,2,0,1,0,0,4
0C1_0C2_0C3_0C4_0C5_0C6_1C7_2C8_1H1_0H2_0H3_0H6,0.8064249965886453,0,0,0,0,0,0,1,2,1,0,0,0,4
0C1_0C2_0C3_0C4_0C5_0C6_1C7_3C8_0H1_0H2_0H3_0H6,0.8200918099140562,0,0,0,0,0,0,1,3,0,0,0,0,4
0C1_0C2_0C3_0C4_0C5_0C6_2C7_0C8_0H1_0H2_0H3_0H6,0.9229569748211726,0,0,0,0,0,0,2,0,0,0,0,0,2
0C1_0C2_0C3_0C4_0C5_0C6_2C7_0C8_0H1_0H2_0H3_1H6,0.9015633704882878,0,0,0,0,0,0,2,0,0,0,0,1,3
